"offerId","categoryL1","categoryL2","categoryL3","categoryL4","categoryL5","categoryPath"
"AC12333","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12334","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12336","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12337","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12341","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12343","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12344","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12345","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12346","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12349","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12351","Electronics","Electronics Accessories","Computer Components","Input Devices","Memory Card Readers","Electronics > Electronics Accessories > Computer Components > Input Devices > Memory Card Readers"
"AC12352","Electronics","Electronics Accessories","Computer Components","Input Devices","Memory Card Readers","Electronics > Electronics Accessories > Computer Components > Input Devices > Memory Card Readers"
"AC12355","Electronics","Electronics Accessories","Computer Components","Storage Devices","Hard Drives","Electronics > Electronics Accessories > Computer Components > Storage Devices > Hard Drives"
"AC12360","Electronics","Electronics Accessories","Adapters","Audio & Video Cable Adapters & Couplers","Empty","Electronics > Electronics Accessories > Adapters > Audio & Video Cable Adapters & Couplers"
"AC12363","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Computer Interface Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Computer Interface Cards & Adapters"
"AC12364","Electronics","Electronics Accessories","Adapters","Empty","Empty","Electronics > Electronics Accessories > Adapters"
"AC12365","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Video Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Video Cards & Adapters"
"AC12366","Electronics","Electronics Accessories","Adapters","Audio & Video Cable Adapters & Couplers","Empty","Electronics > Electronics Accessories > Adapters > Audio & Video Cable Adapters & Couplers"
"AC12367","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Computer Interface Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Computer Interface Cards & Adapters"
"AC12368","Electronics","Electronics Accessories","Adapters","Empty","Empty","Electronics > Electronics Accessories > Adapters"
"AC12369","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Computer Interface Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Computer Interface Cards & Adapters"
"AC12373","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Computer Interface Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Computer Interface Cards & Adapters"
"AC12374","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Computer Interface Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Computer Interface Cards & Adapters"
"AC12375","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Computer Interface Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Computer Interface Cards & Adapters"
"AC12379","Electronics","Electronics Accessories","Power","Power Adapters & Chargers","Empty","Electronics > Electronics Accessories > Power > Power Adapters & Chargers"
"AC12380","Electronics","Electronics Accessories","Adapters","Empty","Empty","Electronics > Electronics Accessories > Adapters"
"AC12381","Electronics","Electronics Accessories","Adapters","Empty","Empty","Electronics > Electronics Accessories > Adapters"
"AC12385","Electronics","Electronics Accessories","Computer Accessories","Laptop Docking Stations","Empty","Electronics > Electronics Accessories > Computer Accessories > Laptop Docking Stations"
"AC12388","Electronics","Electronics Accessories","Computer Components","Laptop Parts","Empty","Electronics > Electronics Accessories > Computer Components > Laptop Parts"
"AC12389","Electronics","Electronics Accessories","Computer Accessories","Laptop Docking Stations","Empty","Electronics > Electronics Accessories > Computer Accessories > Laptop Docking Stations"
"AC12390","Electronics","Electronics Accessories","Computer Components","Laptop Parts","Empty","Electronics > Electronics Accessories > Computer Components > Laptop Parts"
"AC12391","Electronics","Electronics Accessories","Computer Components","I/O Cards & Adapters","Audio Cards & Adapters","Electronics > Electronics Accessories > Computer Components > I/O Cards & Adapters > Audio Cards & Adapters"
"AC12392","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12394","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12395","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12396","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12398","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12399","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12401","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12402","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12403","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12405","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12406","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12407","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12408","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12409","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12410","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12412","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12413","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12414","Electronics","Electronics Accessories","Computer Components","USB & FireWire Hubs","Empty","Electronics > Electronics Accessories > Computer Components > USB & FireWire Hubs"
"AC12415","Electronics","Electronics Accessories","Computer Components","Input Devices","KVM Switches","Electronics > Electronics Accessories > Computer Components > Input Devices > KVM Switches"
"AC12419","Electronics","Electronics Accessories","Cables","KVM Cables","Empty","Electronics > Electronics Accessories > Cables > KVM Cables"
"AC12420","Electronics","Electronics Accessories","Cables","KVM Cables","Empty","Electronics > Electronics Accessories > Cables > KVM Cables"
"AC12421","Electronics","Electronics Accessories","Cables","KVM Cables","Empty","Electronics > Electronics Accessories > Cables > KVM Cables"
"AC12422","Electronics","Electronics Accessories","Cables","KVM Cables","Empty","Electronics > Electronics Accessories > Cables > KVM Cables"
"AC12423","Electronics","Electronics Accessories","Computer Components","Input Devices","KVM Switches","Electronics > Electronics Accessories > Computer Components > Input Devices > KVM Switches"
"AC12424","Electronics","Electronics Accessories","Computer Components","Input Devices","KVM Switches","Electronics > Electronics Accessories > Computer Components > Input Devices > KVM Switches"
"AC12425","Electronics","Electronics Accessories","Computer Components","Input Devices","KVM Switches","Electronics > Electronics Accessories > Computer Components > Input Devices > KVM Switches"
"AC12426","Electronics","Electronics Accessories","Computer Components","Input Devices","KVM Switches","Electronics > Electronics Accessories > Computer Components > Input Devices > KVM Switches"
